Rollover Text	Right-Click Text																						
"Note: Do not change the headings in this file, they are used to detect problems"																							
Main Menu																							
各クリーチャー上にカーソルを重ねると、現在そのク
リーチャーにかかっている呪文だけが表示されます。"
"VIEW_HEX_ID,"	"{ヘックスグリッドを表示する}

六角形のグリッドを戦闘画面の上に表示します。"
"MOVEMENT_SHADOW_ID,"	"{移動可能範囲}

選択されているクリーチャーが戦闘画面上で移動でき
る範囲を強調表示します。"
"SHADOW_CURSOR_ID,"	"{カーソルシャドー}

カーソルのあるヘックスを強調表示します。"
"ANIMATE_SPELLBOOK_ID,"	"{呪文書のアニメーション表示}

呪文書のページをめくるアニメーションの有無を選択
します。"																						
																							
View Army	View Army																						
クリーチャー名	クリーチャー名																						
クリーチャー数	部隊のクリーチャー数																						
攻撃力	攻撃力																						
防御力	防御力																						
弾数	残り弾数																						
ダメージ	1回の攻撃で与えられるダメージ																						
体力	体力																						
残りの体力	残りの体力																						
スピード	部隊のスピード																						
士気	士気																						
運	運																						
軍勢に影響する呪文	軍勢に影響する呪文																						
部隊の解散	"{部隊の解散}

軍勢の部隊を解散します。"																						
部隊のアップグレード	"{部隊のアップグレード}

選択した部隊をアップグレードさせます。"																						
ＯＫ	"{ＯＫ}

前のウィンドウに戻ります。"																						
																							
Spell Book	Spell Book																						
前のページ	呪文書の前のページへめくります。																						
次のページ	呪文書の次のページへめくります。																						
冒険呪文	冒険呪文のページを開きます。																						
戦闘呪文	戦闘呪文のページを開きます。																						
風の魔法	風の魔法のページを開きます。																						
炎の魔法	炎の魔法のページを開きます。																						
水の魔法	水の魔法のページを開きます。																						
地の魔法	地の魔法のページを開きます。																						
すべての魔法	すべての流派の魔法を表示します。																						
呪文ポイント	勇者が持っている残りの呪文ポイントです。																						
終了	呪文書を閉じます。																						
																							
CampaignBrief	CampaignBrief																						
																							
CAMPAIGN_NAME	CAMPAIGN_NAME																						
CAMPAIGN_DESCRIPTION	CAMPAIGN_DESCRIPTION																						
MAP_NAME	MAP_NAME																						
MAP_DESCRIPTION	MAP_DESCRIPTION																						
HERO_FACE	HERO_FACE																						
街の変更	クリックすると開始時の街を変更できます。																						
勇者の変更	クリックすると開始時の勇者を変更できます。																						
アーティファクトのボーナス	開始時にアーティファクトを持つことができます																						
黄金のボーナス	開始時に黄金を多く持つことができます。																						
資源のボーナス	開始時に資源を多く持つことができます。																						
やり直し	"{やり直し}

キャンペーンをやり直します。"																						
キャンペーンのオープニングを表示	"{キャンペーンのオープニングを表示}

キャンペーンのオープニングを表示します。"																						
ALLY_FLAG1_ID	自分の色です。																						
ALLY_FLAG2_ID	この色のプレイヤーは味方です。																						
ALLY_FLAG3_ID	この色のプレイヤーは味方です。
ALLY_FLAG4_ID	この色のプレイヤーは味方です。
ALLY_FLAG5_ID	この色のプレイヤーは味方です。
ALLY_FLAG6_ID	この色のプレイヤーは味方です。
ALLY_FLAG7_ID	この色のプレイヤーは味方です。
ALLY_FLAG8_ID	この色のプレイヤーは味方です。
ENEMY_FLAG1_ID	この色のプレイヤーは敵です。
ENEMY_FLAG2_ID	この色のプレイヤーは敵です。
ENEMY_FLAG3_ID	この色のプレイヤーは敵です。
ENEMY_FLAG4_ID	この色のプレイヤーは敵です。
ENEMY_FLAG5_ID	この色のプレイヤーは敵です。
ENEMY_FLAG6_ID	この色のプレイヤーは敵です。
ENEMY_FLAG7_ID	この色のプレイヤーは敵です。
ENEMY_FLAG8_ID	この色のプレイヤーは敵です。
WHICHMAP_ID	これからプレイするマップのサイズです。
MAP_AREA_1	MAP_AREA_1
MAP_AREA_2	MAP_AREA_2
MAP_AREA_3	MAP_AREA_3
MAP_AREA_4	MAP_AREA_4
MAP_AREA_5	MAP_AREA_5
MAP_AREA_6	MAP_AREA_6
MAP_AREA_7	MAP_AREA_7
MAP_AREA_8	MAP_AREA_8
MAP_AREA_9	MAP_AREA_9
MAP_AREA_10	MAP_AREA_10
MAP_AREA_11	MAP_AREA_11
MAP_AREA_12	MAP_AREA_12
MAP_AREA_13	MAP_AREA_13
MAP_AREA_14	MAP_AREA_14
MAP_AREA_15	MAP_AREA_15
MAP_AREA_16	MAP_AREA_16
MAP_AREA_17	MAP_AREA_17
MAP_AREA_18	MAP_AREA_18
MAP_AREA_19	MAP_AREA_19
MAP_AREA_20	MAP_AREA_20
MAP_AREA_21	MAP_AREA_21
MAP_AREA_22	MAP_AREA_22
MAP_AREA_23	MAP_AREA_23
MAP_AREA_24	MAP_AREA_24
MAP_AREA_25	MAP_AREA_25
MAP_AREA_26	MAP_AREA_26
MAP_AREA_27	MAP_AREA_27
MAP_AREA_28	MAP_AREA_28
MAP_AREA_29	MAP_AREA_29
MAP_AREA_30	MAP_AREA_30
MAP_AREA_31	MAP_AREA_31
MAP_AREA_32	MAP_AREA_32
	
CampaignWindow	CampaignWindow																						
																							
女王陛下に栄えあれ	女王陛下に栄えあれ																						
解放	解放																						
戦利品	戦利品																						
父に捧げし歌	父に捧げし歌																						
ダンジョンズ＆デビルズ	ダンジョンズ＆デビルズ																						
国王陛下に栄えあれ	国王陛下に栄えあれ																						
不満の種子	不満の種子																						
女王陛下に栄えあれ	「女王陛下に栄えあれ」を開始します。																						
解放	「解放」を開始します。																						
戦利品	「戦利品」を開始します。																						
父に捧げし歌	「父に捧げし歌」を開始します。																						
ダンジョン＆デビルズ	「ダンジョン＆デビルズ」を開始します。																						
国王陛下に栄えあれ	「国王陛下に栄えあれ」を開始します。																						
不満の種子	「不満の種子」を開始します。																						
カスタムキャンペーン	カスタムキャンペーン画面を表示します。																						
ROLLOVER	ROLLOVER																						
																							
Recruit	Recruit																						
最大数																							
雇う																							
キャンセル																							
																							
Multiplayer	Multiplayer																						
チェックボックス	ここをクリックすると名前が有効/無効に切り換わります。																						
プレイヤー名を入力	プレイヤーの名前を入力してください。																						
ＯＫ																							
戻る																							
セッション名を入力																							
パスワードを入力																							
セッション名																							
ＩＰアドレスを入力																							
																							
Sacrifice Window	Sacrifice Window																						
終了 (生贄を捧げない)	"祭壇はそのままです。祭壇に捧げられたアイテムはす
べて戻ってきます。"																						
現在持っているアーティファクト																							
バックパックのアーティファクトをすべて祭壇に捧げる	"勇者のバックパックに入っているアイテムをすべて祭
壇に捧げます。"																						
すべてのアーティファクトを祭壇に捧げる	"勇者が身につけているアーティファクトとバックパッ
クの中身をすべて祭壇に捧げます。"																						
クリーチャーを生贄にする	"クリーチャーの生贄に切り替えます。悪魔と中立の勇
者でのみ有効です。"																						
クリーチャーの数 / 生贄にする数																							
選択されているクリーチャー																							
クリーチャーの数 / 生贄にする数																							
生贄にするクリーチャーの数																							
生贄にするクリーチャーの数を設定する																							
捧げられるだけのクリーチャーを生贄にする	捧げられるすべてのクリーチャーを祭壇に捧げます。																						
勇者の軍勢にいるクリーチャーをすべて生贄にする	クリーチャーを一体残してすべて祭壇に捧げます。																						
アーティファクトを生贄にする	"アーティファクトの生贄に切り替えます。善と中立の
勇者でのみ有効です。"																						
クリーチャーの数 / 生贄にする数																							
生贄にするアーティファクトをここにもってくる																							
生贄にするアーティファクトの経験値																							
祭壇に捧げたアーティファクトを生贄にする	祭壇に捧げたものをすべて生贄にして、経験を身につけます。																						
祭壇に捧げたクリーチャーを生贄にする	祭壇に捧げたものをすべて生贄にして、 経験を身につけます。																						
	バックパックの中身を見ます。																						
	バックパックの中身を見ます。																						
																							
Skeleton Transformer	Skeleton Transformer																						
すべてのクリーチャーを変換機へ	すべてのクリーチャーを変換機に移動します。																						
変換機のクリーチャーをスケルトンにする	変換機の中のクリーチャーをスケルトンにします。																						
変換しないで終了	変換機はそのままです。クリーチャーは変換しません。																						
																							
Trade Window	Trade Window																						
交換																							
すべて																							
他のプレイヤーに資源を譲渡																							
アーティファクトを買う																							
クリーチャーを売る																							
終了																							
																							
Give Resource Window	Give Resource Window																						
交換																							
すべて																							
資源を交換																							
アーティファクトを買う																							
終了																							
																							
Buy Artifact Window	Buy Artifact Window																						
交換																							
資源を交換																							
他のプレイヤーに資源を譲渡																							
アーティファクトを売る																							
終了																							
																							
Sell Artifact Window	Sell Artifact Window																						
交換																							
資源を交換																							
他のプレイヤーに資源を譲渡																							
アーティファクトを買う																							
終了																							
																							
Sell Creature Window	Sell Creature Window																						
交換																							
すべて																							
資源を交換																							
他のプレイヤーに資源を譲渡																							
終了																							
																							
University Window	University Window																						
キャンセル	スキル選択画面に戻ります。																						
大学を出る	大学を出ます。																						
	黄金%dで%s%sを修得しました。																						
Not used…  filthy bug.																							
Insert all data before this line. Do not alter or delete this line.																							



																							
